,PCODE,Region,Province,Municipality_City,food,clothing,power,entertainment,house_items,Health,Transport,Education,Communication,leisure,eats,poverty
573,PH045639000,Region IV-A,Quezon,Sampaloc,15.2,3.8,24.8,9.0,21.4,11.9,2.2,18.8,18.7,4.3,23.1,0.0
574,PH045640000,Region IV-A,Quezon,San Andres,54.7,7.6,14.0,42.1,67.3,39.0,5.2,13.3,78.3,6.4,8.1,0.0
575,PH045641000,Region IV-A,Quezon,San Antonio,24.0,3.8,15.8,17.8,30.3,16.7,2.4,14.4,15.8,2.9,18.1,0.0
576,PH045642000,Region IV-A,Quezon,San Francisco (Aurora),45.1,4.9,10.9,37.0,53.1,41.4,3.3,7.9,63.5,5.8,9.2,0.0
577,PH045644000,Region IV-A,Quezon,San Narciso,44.0,4.7,10.8,36.2,51.8,41.1,3.3,8.1,68.7,5.0,7.3,0.0
578,PH045645000,Region IV-A,Quezon,Sariaya,23.2,2.9,12.4,18.5,28.0,14.5,1.7,11.8,21.0,2.9,13.6,0.0
579,PH045646000,Region IV-A,Quezon,Tagkawayan,31.0,3.5,11.4,25.1,36.8,23.7,2.0,8.3,41.8,4.3,10.2,0.0
580,PH045647000,Region IV-A,Quezon,Tayabas,9.6,2.1,22.0,6.1,13.0,10.5,1.4,13.0,12.4,2.1,16.6,0.0
581,PH045648000,Region IV-A,Quezon,Tiaong,13.9,2.4,17.1,10.0,17.8,13.8,1.9,13.5,16.2,2.8,17.5,0.0
582,PH045649000,Region IV-A,Quezon,Unisan,23.9,3.2,13.3,18.7,29.1,21.2,1.6,7.6,40.4,4.3,10.7,0.0
583,PH045801000,Region IV-A,Rizal,Angono,3.3,0.7,20.8,2.2,4.5,2.4,1.2,49.4,2.5,1.6,62.2,0.0
584,PH045802000,Region IV-A,Rizal,Antipolo City,4.1,1.2,28.9,2.1,6.0,3.6,1.0,29.3,4.7,1.5,33.0,0.0
585,PH045803000,Region IV-A,Rizal,Baras,9.1,2.5,27.8,5.0,13.3,11.4,2.8,24.8,9.0,3.3,36.1,0.0
586,PH045804000,Region IV-A,Rizal,Binangonan,6.1,1.1,17.8,4.3,7.9,4.0,0.8,19.5,5.0,1.3,26.1,0.0
587,PH045805000,Region IV-A,Rizal,Cainta,0.7,0.6,84.8,-0.3,1.6,1.4,0.8,56.6,2.8,1.7,59.4,0.0
588,PH045806000,Region IV-A,Rizal,Cardona,9.2,2.4,25.9,5.3,13.2,5.5,1.6,28.3,6.5,2.0,30.7,0.0
589,PH045807000,Region IV-A,Rizal,Jala-Jala,19.7,3.9,19.9,13.3,26.2,15.7,2.5,16.0,14.9,3.5,23.5,0.0
590,PH045808000,Region IV-A,Rizal,Rodriguez (Montalban),5.1,2.1,41.5,1.6,8.6,4.5,1.6,35.3,5.8,2.3,38.5,0.0
591,PH045809000,Region IV-A,Rizal,Morong,3.5,1.6,46.3,0.8,6.2,2.2,1.1,50.0,4.8,2.2,44.9,0.0
592,PH045810000,Region IV-A,Rizal,Pililla,10.8,3.2,29.3,5.6,16.0,5.9,2.0,33.3,5.7,2.0,35.1,0.0
593,PH045811000,Region IV-A,Rizal,San Mateo,3.1,1.0,32.6,1.4,4.8,2.2,0.8,37.6,3.6,1.4,38.0,0.0
594,PH045812000,Region IV-A,Rizal,Tanay,10.2,2.4,23.7,6.2,14.2,10.5,2.0,18.9,10.4,2.7,25.5,0.0
595,PH045813000,Region IV-A,Rizal,Taytay,4.1,2.0,47.8,0.9,7.3,3.2,1.5,47.1,2.8,1.8,63.7,0.0
596,PH045814000,Region IV-A,Rizal,Teresa,5.4,2.0,36.2,2.2,8.6,3.3,1.6,47.3,2.7,1.5,55.1,0.0
597,PH174001000,Region IV-B,Marinduque,Boac,7.5,1.6,21.2,4.9,10.1,26.5,2.3,8.6,24.7,2.9,11.8,0.0
598,PH174002000,Region IV-B,Marinduque,Buenavista,22.1,3.4,15.5,16.5,27.8,36.9,4.8,13.0,50.3,5.1,10.1,0.0
599,PH174003000,Region IV-B,Marinduque,Gasan,16.2,2.2,13.3,12.6,19.7,30.7,3.8,12.4,39.4,4.7,12.0,0.0
600,PH174004000,Region IV-B,Marinduque,Mogpog,10.5,1.6,15.3,7.9,13.2,26.8,3.0,11.1,31.8,3.5,10.9,0.0
601,PH174005000,Region IV-B,Marinduque,Santa Cruz,12.7,1.6,12.9,10.0,15.3,30.6,2.6,8.5,40.9,4.2,10.4,0.0
602,PH174006000,Region IV-B,Marinduque,Torrijos,17.3,2.2,12.7,13.7,20.9,35.2,4.2,12.0,50.0,3.9,7.9,0.0
603,PH175101000,Region IV-B,Occidental Mindoro,Abra de Ilog,32.3,4.4,13.8,25.0,39.6,37.5,6.1,16.4,54.8,6.7,12.2,0.0
604,PH175102000,Region IV-B,Occidental Mindoro,Calintaan,31.0,4.0,12.9,24.5,37.6,34.2,6.4,18.7,41.5,6.5,15.7,0.0
605,PH175103000,Region IV-B,Occidental Mindoro,Looc,22.2,3.6,16.4,16.2,28.3,32.4,5.5,17.0,30.4,5.0,16.3,0.0
606,PH175104000,Region IV-B,Occidental Mindoro,Lubang,14.8,2.6,17.6,10.5,19.0,23.8,3.7,15.7,18.3,4.1,22.3,0.0
607,PH175105000,Region IV-B,Occidental Mindoro,Magsaysay,34.3,4.4,12.8,27.1,41.5,38.3,6.0,15.8,51.4,6.0,11.7,0.0
608,PH175106000,Region IV-B,Occidental Mindoro,Mamburao,17.5,3.5,20.1,11.7,23.3,28.9,5.3,18.2,30.8,5.4,17.6,0.0
609,PH175107000,Region IV-B,Occidental Mindoro,Paluan,29.6,4.3,14.6,22.5,36.7,38.0,6.0,15.6,58.7,5.1,8.7,0.0
610,PH175108000,Region IV-B,Occidental Mindoro,Rizal,31.2,3.7,12.0,25.0,37.3,36.0,5.4,15.0,48.1,5.5,11.5,0.0
611,PH175109000,Region IV-B,Occidental Mindoro,Sablayan,28.0,3.0,10.6,23.1,32.9,34.8,4.5,12.9,46.3,4.1,8.9,0.0
612,PH175110000,Region IV-B,Occidental Mindoro,San Jose,21.2,2.4,11.4,17.2,25.2,29.8,3.0,10.2,30.1,3.6,12.1,0.0
613,PH175111000,Region IV-B,Occidental Mindoro,Santa Cruz,35.2,4.4,12.6,27.9,42.5,38.1,6.1,16.0,50.8,6.2,12.2,0.0
614,PH175201000,Region IV-B,Oriental Mindoro,Baco,22.8,2.5,11.0,18.6,26.9,44.5,3.9,8.8,57.2,4.1,7.2,0.0
615,PH175202000,Region IV-B,Oriental Mindoro,Bansud,19.9,3.1,15.6,14.8,25.0,39.0,5.6,14.4,45.2,5.2,11.6,0.0
616,PH175203000,Region IV-B,Oriental Mindoro,Bongabong,25.1,2.5,10.0,21.0,29.3,35.8,3.4,9.4,45.2,4.0,8.9,0.0
617,PH175204000,Region IV-B,Oriental Mindoro,Bulalacao,40.0,3.6,8.9,34.1,45.8,51.5,6.3,12.3,71.3,5.6,7.9,0.0
618,PH175205000,Region IV-B,Oriental Mindoro,Calapan City,7.1,1.5,20.7,4.7,9.5,23.0,2.4,10.4,21.6,3.1,14.3,0.0
619,PH175206000,Region IV-B,Oriental Mindoro,Gloria,18.3,2.1,11.5,14.8,21.8,35.5,3.7,10.5,31.3,4.5,14.2,0.0
620,PH175207000,Region IV-B,Oriental Mindoro,Mansalay,35.5,3.4,9.7,29.9,41.2,41.8,5.5,13.2,54.5,4.7,8.6,0.0
621,PH175208000,Region IV-B,Oriental Mindoro,Naujan,20.5,1.9,9.3,17.4,23.6,38.4,3.2,8.3,43.2,2.6,6.0,0.0
622,PH175209000,Region IV-B,Oriental Mindoro,Pinamalayan,17.0,1.9,11.2,13.9,20.2,31.7,3.1,9.7,33.0,3.1,9.3,0.0
623,PH175210000,Region IV-B,Oriental Mindoro,Pola,29.2,3.0,10.4,24.2,34.1,37.9,4.5,11.7,41.9,4.3,10.3,0.0
624,PH175211000,Region IV-B,Oriental Mindoro,Puerto Galera,11.0,2.1,19.4,7.5,14.5,23.9,4.2,17.4,35.4,6.0,17.0,0.0
625,PH175212000,Region IV-B,Oriental Mindoro,Roxas,21.1,2.7,12.6,16.7,25.5,29.7,3.8,12.9,24.3,4.0,16.5,0.0
626,PH175213000,Region IV-B,Oriental Mindoro,San Teodoro,14.8,3.1,21.2,9.7,20.0,33.6,5.3,15.8,40.8,6.2,15.2,0.0
627,PH175214000,Region IV-B,Oriental Mindoro,Socorro,15.4,1.8,11.7,12.4,18.3,36.8,4.2,11.5,36.6,4.2,11.4,0.0
628,PH175215000,Region IV-B,Oriental Mindoro,Victoria,18.0,1.8,10.1,15.0,21.0,35.2,3.4,9.6,34.4,3.6,10.5,0.0
629,PH175301000,Region IV-B,Palawan,Aborlan,22.4,2.8,12.4,17.8,26.9,23.4,4.1,17.7,37.3,4.5,12.0,0.0
630,PH175302000,Region IV-B,Palawan,Agutaya,33.4,6.3,18.9,23.0,43.7,36.1,8.6,23.9,42.8,8.1,19.0,0.0
631,PH175303000,Region IV-B,Palawan,Araceli,27.7,3.6,13.0,21.8,33.6,35.1,5.8,16.5,43.9,6.2,14.1,0.0
632,PH175304000,Region IV-B,Palawan,Balabac,38.1,5.1,13.3,29.7,46.4,44.2,8.0,18.0,52.4,7.5,14.3,0.0
633,PH175305000,Region IV-B,Palawan,Bataraza,30.6,3.1,10.2,25.5,35.7,27.5,4.5,16.2,44.2,5.8,13.0,0.0
634,PH175306000,Region IV-B,Palawan,Brooke's Point,27.0,2.9,10.7,22.2,31.7,26.7,3.7,13.7,36.1,4.6,12.8,0.0
635,PH175307000,Region IV-B,Palawan,Busuanga,34.9,3.5,9.9,29.2,40.6,26.5,4.8,18.0,40.2,5.8,14.5,0.0
636,PH175308000,Region IV-B,Palawan,Cagayancillo,22.5,4.6,20.6,14.9,30.2,36.6,7.7,21.1,74.5,7.3,9.8,0.0
637,PH175309000,Region IV-B,Palawan,Coron,23.4,2.6,11.1,19.2,27.7,28.4,4.6,16.1,33.2,4.9,14.7,0.0
638,PH175310000,Region IV-B,Palawan,Cuyo,13.8,2.5,18.2,9.7,18.0,20.4,3.5,17.2,28.8,3.9,13.5,0.0
639,PH175311000,Region IV-B,Palawan,Dumaran,30.8,3.2,10.4,25.5,36.1,41.6,5.7,13.8,62.2,6.1,9.8,0.0
640,PH175312000,Region IV-B,Palawan,El Nido,27.1,3.4,12.6,21.5,32.7,29.7,5.0,16.9,47.3,5.5,11.7,0.0
641,PH175313000,Region IV-B,Palawan,Linapacan,39.6,4.9,12.3,31.5,47.6,18.1,5.3,29.5,63.4,7.5,11.9,0.0
642,PH175314000,Region IV-B,Palawan,Magsaysay,15.9,3.0,18.6,11.0,20.8,17.6,3.6,20.6,34.8,5.6,16.1,0.0
643,PH175315000,Region IV-B,Palawan,Narra,20.6,2.6,12.7,16.3,24.9,21.4,3.8,17.5,27.5,4.2,15.1,0.0
644,PH175316000,Region IV-B,Palawan,Puerto Princesa City,7.8,1.4,18.5,5.4,10.2,15.5,2.2,14.2,9.2,1.9,21.2,0.0
645,PH175317000,Region IV-B,Palawan,Quezon,36.0,4.1,11.4,29.3,42.7,34.0,5.6,16.5,25.4,5.1,20.3,0.0
646,PH175318000,Region IV-B,Palawan,Roxas,21.0,2.5,11.8,16.9,25.1,24.9,3.4,13.6,29.4,3.5,11.7,0.0
647,PH175319000,Region IV-B,Palawan,San Vicente,30.1,4.5,14.9,22.8,37.5,25.6,4.7,18.2,38.4,6.2,16.1,0.0
648,PH175320000,Region IV-B,Palawan,Taytay,33.4,3.0,9.1,28.4,38.3,35.1,4.1,11.6,54.5,4.4,8.0,0.0
649,PH175322000,Region IV-B,Palawan,Culion,23.6,3.6,15.2,17.7,29.5,28.5,4.7,16.3,40.8,6.0,14.8,0.0
650,PH175323000,Region IV-B,Palawan,Rizal,36.7,4.8,13.0,28.9,44.6,32.7,5.9,18.2,43.7,6.1,13.9,0.0
651,PH175324000,Region IV-B,Palawan,Sofronio Espanola,32.9,3.9,11.9,26.5,39.4,30.1,6.0,19.8,42.0,5.8,13.8,0.0
652,PH175901000,Region IV-B,Romblon,Alcantara,35.4,4.1,11.7,28.6,42.2,37.3,6.5,17.4,32.8,5.2,15.8,0.0
653,PH175902000,Region IV-B,Romblon,Banton,30.6,4.0,13.1,24.1,37.2,38.0,5.9,15.6,42.4,4.8,11.2,0.0
654,PH175903000,Region IV-B,Romblon,Cajidiocan,38.1,4.4,11.5,30.9,45.4,50.4,6.5,12.8,47.4,5.6,11.8,0.0
655,PH175904000,Region IV-B,Romblon,Calatrava,35.5,5.0,14.0,27.3,43.6,47.4,8.1,17.2,47.3,6.3,13.4,0.0
656,PH175905000,Region IV-B,Romblon,Concepcion,27.9,4.4,15.8,20.7,35.2,41.9,4.9,11.6,40.3,5.9,14.6,0.0
657,PH175906000,Region IV-B,Romblon,Corcuera,47.4,4.8,10.1,39.5,55.3,46.6,6.1,13.0,60.4,6.2,10.2,0.0
658,PH175907000,Region IV-B,Romblon,Looc,27.6,3.6,13.0,21.7,33.5,48.8,6.3,12.9,33.3,4.5,13.6,0.0
659,PH175908000,Region IV-B,Romblon,Magdiwang,37.5,4.8,12.8,29.7,45.4,45.9,6.7,14.5,48.8,5.7,11.6,0.0
660,PH175909000,Region IV-B,Romblon,Odiongan,15.4,2.9,19.0,10.6,20.1,35.9,4.5,12.6,27.6,3.4,12.2,0.0
661,PH175910000,Region IV-B,Romblon,Romblon,26.9,3.3,12.4,21.4,32.4,39.2,5.4,13.8,51.4,7.6,14.8,0.0
662,PH175911000,Region IV-B,Romblon,San Agustin,33.4,4.0,12.0,26.8,40.0,43.5,6.1,14.0,42.5,5.2,12.2,0.0
663,PH175912000,Region IV-B,Romblon,San Andres,30.9,3.8,12.5,24.6,37.2,45.5,6.7,14.7,45.1,5.5,12.2,0.0
664,PH175913000,Region IV-B,Romblon,San Fernando,35.4,4.6,13.0,27.8,43.0,47.4,6.9,14.5,53.1,6.0,11.2,0.0
665,PH175914000,Region IV-B,Romblon,San Jose,41.0,6.0,14.5,31.2,50.8,50.5,8.4,16.6,65.8,6.8,10.4,0.0
666,PH175915000,Region IV-B,Romblon,Santa Fe,37.0,4.1,11.1,30.2,43.7,50.1,6.4,12.7,53.5,5.0,9.3,0.0
667,PH175916000,Region IV-B,Romblon,Ferrol,30.7,4.9,16.1,22.5,38.8,45.7,7.6,16.6,42.9,7.1,16.5,0.0
668,PH175917000,Region IV-B,Romblon,Santa Maria,26.7,5.4,20.3,17.8,35.7,45.7,8.0,17.5,48.8,6.9,14.2,0.0
669,PH050501000,Region V,Albay,Bacacay,29.7,2.1,7.2,26.2,33.2,40.1,2.4,6.0,40.3,3.0,7.4,0.0
670,PH050502000,Region V,Albay,Camalig,29.3,2.2,7.4,25.7,32.9,38.7,2.2,5.8,42.1,2.6,6.2,0.0
671,PH050503000,Region V,Albay,Daraga (Locsin),17.9,1.7,9.5,15.1,20.7,29.7,2.0,6.7,29.4,2.7,9.1,0.0
672,PH050504000,Region V,Albay,Guinobatan,26.8,1.9,7.2,23.7,30.0,37.2,2.2,5.9,39.1,2.5,6.4,0.0
673,PH050505000,Region V,Albay,Jovellar,46.2,3.3,7.0,40.9,51.6,52.7,3.7,7.1,58.3,3.8,6.6,0.0
674,PH050506000,Region V,Albay,Legazpi City,17.3,1.6,9.1,14.7,19.9,30.7,2.1,6.7,26.2,3.2,12.3,0.0
675,PH050507000,Region V,Albay,Libon,37.5,2.1,5.7,33.9,41.0,48.3,2.7,5.6,55.8,3.1,5.6,0.0
676,PH050508000,Region V,Albay,Ligao City,29.1,1.8,6.2,26.2,32.0,40.5,2.2,5.3,45.9,3.0,6.5,0.0
677,PH050509000,Region V,Albay,Malilipot,22.2,2.7,12.3,17.8,26.7,37.3,3.4,9.0,34.9,4.1,11.7,0.0
678,PH050510000,Region V,Albay,Malinao,32.9,2.4,7.3,29.0,36.8,40.2,2.8,7.0,47.3,3.2,6.8,0.0
679,PH050511000,Region V,Albay,Manito,39.0,3.4,8.7,33.4,44.5,45.4,4.1,9.1,49.0,4.1,8.3,0.0
680,PH050512000,Region V,Albay,Oas,36.3,2.1,5.7,32.9,39.7,42.9,2.2,5.1,48.4,2.8,5.7,0.0
681,PH050513000,Region V,Albay,Pio Duran,45.1,2.7,5.9,40.7,49.5,51.3,3.0,5.8,57.7,3.6,6.2,0.0
682,PH050514000,Region V,Albay,Polangui,26.7,1.9,7.0,23.6,29.8,37.8,2.4,6.2,39.2,2.8,7.0,0.0
683,PH050515000,Region V,Albay,Rapu-Rapu,50.3,2.7,5.4,45.8,54.8,58.6,3.2,5.5,53.5,3.7,6.9,0.0
684,PH050516000,Region V,Albay,Santo Domingo,25.4,2.6,10.3,21.1,29.8,34.2,2.8,8.3,32.1,3.3,10.3,0.0
685,PH050517000,Region V,Albay,Tabacco City,23.8,1.8,7.4,20.9,26.7,35.1,2.3,6.5,33.3,3.4,10.2,0.0
686,PH050518000,Region V,Albay,Tiwi,27.4,2.4,8.6,23.5,31.3,37.9,2.9,7.6,38.1,3.5,9.3,0.0
687,PH051601000,Region V,Camarines Norte,Basud,25.1,3.1,12.3,20.0,30.2,38.3,2.8,7.4,36.9,3.7,10.0,0.0
688,PH051602000,Region V,Camarines Norte,Capalonga,40.9,4.8,11.6,33.1,48.7,48.2,3.3,6.8,48.4,4.3,8.9,0.0
689,PH051603000,Region V,Camarines Norte,Daet,11.4,1.9,17.0,8.2,14.6,21.0,2.1,9.9,16.6,2.8,17.0,0.0
690,PH051604000,Region V,Camarines Norte,San Lorenzo Ruiz,23.7,4.5,18.9,16.3,31.1,45.4,5.1,11.3,43.4,6.0,13.7,0.0
691,PH051605000,Region V,Camarines Norte,Jose Panganiban,23.5,3.2,13.4,18.3,28.7,37.3,3.0,7.9,32.9,3.3,9.9,0.0
692,PH051606000,Region V,Camarines Norte,Labo,29.9,3.3,11.0,24.5,35.3,36.5,2.1,5.8,34.9,2.3,6.5,0.0
693,PH051607000,Region V,Camarines Norte,Mercedes,27.8,3.2,11.4,22.6,33.1,43.4,3.0,7.0,42.4,3.7,8.8,0.0
694,PH051608000,Region V,Camarines Norte,Paracale,24.0,3.5,14.7,18.2,29.8,35.6,2.8,7.8,36.2,3.2,8.9,0.0
695,PH051609000,Region V,Camarines Norte,San Vicente,21.6,3.6,16.8,15.6,27.6,34.7,4.3,12.4,35.3,5.4,15.2,0.0
696,PH051610000,Region V,Camarines Norte,Santa Elena,30.4,4.3,14.3,23.2,37.5,43.1,3.7,8.7,50.3,5.2,10.3,0.0
697,PH051611000,Region V,Camarines Norte,Talisay,17.9,2.9,16.3,13.1,22.7,28.6,3.1,10.9,32.1,4.2,13.2,0.0
698,PH051612000,Region V,Camarines Norte,Vinzons,32.2,3.8,11.8,26.0,38.5,42.1,3.4,8.1,42.9,4.2,9.7,0.0
699,PH051701000,Region V,Camarines Sur,Baao,26.8,2.6,9.7,22.6,31.1,37.4,3.4,,40.1,3.5,8.7,0.0
700,PH051702000,Region V,Camarines Sur,Balatan,51.5,3.1,5.9,46.5,56.5,50.0,4.1,8.1,50.6,5.1,10.1,0.0
701,PH051703000,Region V,Camarines Sur,Bato,40.3,2.6,6.3,36.1,44.5,40.1,2.9,7.1,38.9,3.8,9.8,0.0
702,PH051704000,Region V,Camarines Sur,Bombon,27.2,4.5,16.6,19.7,34.6,35.1,5.1,14.4,35.4,5.9,16.8,0.0
703,PH051705000,Region V,Camarines Sur,Buhi,34.1,2.1,6.1,30.6,37.5,44.0,2.7,6.2,41.0,2.9,7.1,0.0
704,PH051706000,Region V,Camarines Sur,Bulaa,41.3,2.2,5.3,37.7,44.9,46.0,3.2,6.9,46.0,3.6,7.7,0.0
705,PH051707000,Region V,Camarines Sur,Cabusao,33.6,3.5,10.4,27.9,39.3,46.1,5.6,12.0,43.8,5.7,13.0,0.0
706,PH051708000,Region V,Camarines Sur,Calabanga,33.4,2.0,6.0,30.1,36.7,42.7,2.6,6.1,38.8,2.8,7.3,0.0
707,PH051709000,Region V,Camarines Sur,Camaligan,18.4,3.0,16.4,13.5,23.4,29.4,4.0,13.5,22.6,4.3,19.2,0.0
708,PH051710000,Region V,Camarines Sur,Canaman,24.2,2.2,8.9,20.7,27.8,32.4,2.8,8.5,27.3,3.0,10.9,0.0
709,PH051711000,Region V,Camarines Sur,Caramoan,46.2,2.3,5.0,42.5,50.0,53.5,2.9,5.4,51.7,2.9,5.6,0.0
710,PH051712000,Region V,Camarines Sur,Del Gallego,37.5,2.6,7.0,33.1,41.8,52.4,3.4,6.6,51.6,4.3,8.2,0.0
711,PH051713000,Region V,Camarines Sur,Gainza,33.8,4.4,13.0,26.6,41.0,46.0,6.2,13.5,41.3,6.0,14.5,0.0
712,PH051714000,Region V,Camarines Sur,Garchitorena,56.1,3.0,5.3,51.2,61.0,59.0,3.2,5.4,58.4,5.1,8.7,0.0
713,PH051715000,Region V,Camarines Sur,Goa,27.5,2.3,8.3,23.7,31.2,41.2,2.8,6.8,33.9,3.4,10.1,0.0
714,PH051716000,Region V,Camarines Sur,Iriga City,23.0,1.8,8.0,20.0,26.1,31.5,2.5,7.8,25.8,2.7,10.4,0.0
715,PH051717000,Region V,Camarines Sur,Lagonoy,37.6,2.2,5.7,34.0,41.1,46.7,3.1,6.6,37.8,3.1,8.1,0.0
716,PH051718000,Region V,Camarines Sur,Libmanan,38.0,1.7,4.5,35.2,40.8,46.9,2.7,5.7,51.1,2.6,5.1,0.0
717,PH051719000,Region V,Camarines Sur,Lupi,37.0,2.3,6.2,33.2,40.7,49.9,3.4,6.7,57.5,3.7,6.4,0.0
718,PH051720000,Region V,Camarines Sur,Magarao,27.8,3.0,10.9,22.8,32.8,40.3,4.7,11.7,32.7,3.7,11.3,0.0
719,PH051721000,Region V,Camarines Sur,Milaor,27.1,2.5,9.1,23.1,31.2,36.6,3.3,8.9,36.9,3.5,9.6,0.0
720,PH051722000,Region V,Camarines Sur,Minalabac,40.0,3.1,7.8,34.9,45.2,48.4,3.6,7.4,51.5,4.0,7.7,0.0
721,PH051723000,Region V,Camarines Sur,Nabua,29.5,1.8,6.1,26.5,32.4,35.5,3.0,8.6,31.9,3.1,9.7,0.0
722,PH051724000,Region V,Camarines Sur,Naga City,15.7,1.8,11.7,12.7,18.7,24.4,2.4,9.8,16.6,2.6,15.3,0.0
723,PH051725000,Region V,Camarines Sur,Ocampo,31.5,2.8,9.0,26.8,36.1,43.8,3.1,7.1,51.1,3.6,7.1,0.0
724,PH051726000,Region V,Camarines Sur,Pamplona,32.9,3.1,9.4,27.8,38.0,46.7,3.8,8.1,48.1,4.4,9.2,0.0
725,PH051727000,Region V,Camarines Sur,Pasacao,44.6,3.1,6.9,39.5,49.6,48.7,4.7,9.6,50.0,4.8,9.6,0.0
726,PH051728000,Region V,Camarines Sur,Pili,24.6,1.9,7.9,21.4,27.8,33.1,2.4,7.4,34.0,3.3,9.8,0.0
727,PH051729000,Region V,Camarines Sur,Presentacion,48.8,3.9,8.0,42.4,55.2,50.2,4.6,9.1,52.8,5.6,10.6,0.0
728,PH051730000,Region V,Camarines Sur,Ragay,37.4,2.1,5.7,33.9,40.9,46.4,3.1,6.6,47.6,3.4,7.2,0.0
729,PH051731000,Region V,Camarines Sur,Sagnay,37.3,2.4,6.4,33.3,41.2,51.8,3.6,7.0,48.3,3.9,8.2,0.0
730,PH051732000,Region V,Camarines Sur,San Fernando,34.9,3.0,8.5,30.1,39.8,41.6,3.1,7.6,40.0,3.7,9.3,0.0
731,PH051733000,Region V,Camarines Sur,San Jose,29.2,2.3,8.0,25.3,33.0,39.1,3.2,8.1,35.2,3.3,9.4,0.0
732,PH051734000,Region V,Camarines Sur,Sipocot,33.6,2.0,6.0,30.3,37.0,43.8,2.7,6.2,44.0,2.6,5.9,0.0
733,PH051735000,Region V,Camarines Sur,Siruma,58.1,3.5,6.0,52.4,63.8,58.1,4.0,6.8,56.3,4.4,7.8,0.0
734,PH051736000,Region V,Camarines Sur,Tigaon,27.9,2.7,9.6,23.5,32.3,41.9,2.9,6.9,39.3,3.9,10.0,0.0
735,PH051737000,Region V,Camarines Sur,Tinambac,47.4,2.4,5.2,43.4,51.4,53.2,3.3,6.3,51.3,3.3,6.4,0.0
736,PH052001000,Region V,Catanduanes,Bagamanoc,37.4,2.7,7.1,33.0,41.8,38.0,4.0,10.4,38.8,4.0,10.2,0.0
737,PH052002000,Region V,Catanduanes,Baras,32.0,2.4,7.7,27.9,36.0,39.0,2.7,7.0,48.2,4.4,9.1,0.0
738,PH052003000,Region V,Catanduanes,Bato,23.5,2.2,9.3,19.9,27.2,30.9,2.7,8.6,33.1,3.8,11.3,0.0
739,PH052004000,Region V,Catanduanes,Caramoran,40.8,2.8,6.8,36.2,45.3,49.7,3.9,7.8,48.4,3.8,7.9,0.0
740,PH052005000,Region V,Catanduanes,Gigmoto,32.8,3.8,11.6,26.5,39.1,41.5,4.2,10.0,44.2,5.1,11.5,0.0
741,PH052006000,Region V,Catanduanes,Pandan,43.7,2.8,6.4,39.1,48.3,45.0,3.2,7.1,45.9,3.6,7.9,0.0
742,PH052007000,Region V,Catanduanes,Panganiban,31.4,3.0,9.4,26.5,36.3,35.0,3.9,11.3,38.8,3.6,9.1,0.0
743,PH052008000,Region V,Catanduanes,San Andres,29.9,2.1,7.0,26.5,33.4,36.6,2.6,7.1,39.2,3.5,8.8,0.0
744,PH052009000,Region V,Catanduanes,San Miguel,32.1,2.9,9.1,27.3,36.9,36.5,2.9,7.9,52.2,4.4,8.4,0.0
745,PH052010000,Region V,Catanduanes,Viga,39.4,2.5,6.3,35.3,43.5,41.2,2.8,6.7,40.3,3.3,8.1,0.0
746,PH052011000,Region V,Catanduanes,Virac,16.6,1.4,8.3,14.3,18.8,22.7,1.5,6.4,19.9,2.2,11.1,0.0
747,PH054101000,Region V,Masbate,Aroroy,43.2,2.4,5.6,39.2,47.3,45.5,3.2,7.0,49.0,3.2,6.6,0.0
748,PH054102000,Region V,Masbate,Baleno,43.2,2.8,6.5,38.6,47.9,39.7,3.5,8.7,41.2,4.1,10.1,0.0
749,PH054103000,Region V,Masbate,Balud,46.7,3.1,6.7,41.5,51.8,43.1,3.7,8.7,55.1,3.9,7.1,0.0
750,PH054104000,Region V,Masbate,Batuan,46.1,3.8,8.2,39.9,52.3,37.0,4.2,11.4,34.5,4.2,12.2,0.0
751,PH054105000,Region V,Masbate,Cataingan,40.9,2.8,6.8,36.3,45.4,41.5,2.8,6.6,52.5,3.7,7.1,0.0
752,PH054106000,Region V,Masbate,Cawayan,49.2,2.6,5.3,44.9,53.6,47.6,3.2,6.7,50.9,3.5,6.8,0.0
753,PH054107000,Region V,Masbate,Claveria,52.4,3.1,5.9,47.3,57.5,46.7,4.1,8.8,47.9,3.5,7.2,0.0
754,PH054108000,Region V,Masbate,Dimasalang,49.2,3.3,6.6,43.8,54.5,41.3,3.3,7.9,46.0,4.1,9.0,0.0
755,PH054109000,Region V,Masbate,Esperanza,44.2,3.3,7.4,38.8,49.7,45.5,3.5,7.6,49.9,4.1,8.2,0.0
756,PH054110000,Region V,Masbate,Mandaon,44.7,2.6,5.9,40.3,49.0,41.1,3.3,8.1,52.3,4.0,7.7,0.0
757,PH054111000,Region V,Masbate,Masbate City,22.2,2.1,9.5,18.7,25.7,28.9,2.3,8.0,29.1,3.1,10.5,0.0
758,PH054112000,Region V,Masbate,Milagros,49.6,2.6,5.3,45.3,53.9,45.3,3.2,7.0,52.1,3.4,6.5,0.0
759,PH054113000,Region V,Masbate,Mobo,43.5,2.2,5.1,39.9,47.1,37.4,3.0,8.0,45.8,3.6,7.9,0.0
760,PH054114000,Region V,Masbate,Monreal,57.9,4.2,7.3,51.0,64.8,44.7,4.2,9.4,54.9,5.0,9.0,0.0
